Track Name,Artist,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Tempo,Key,Mode,Liked
Yellow Tape (feat. Lil Uzi Vert),Young Nudy,0.806,0.474,-8.664,0.0861,0.0,0.16,0.521,151.183,0,1,0
Cap,SPLURGE,0.759,0.588,-4.811,0.824,0.0,0.0973,0.256,134.921,9,0,0
DREAM BOYS,MIGHTY WARRIORS,0.657,0.841,-3.559,0.0533,0.0,0.578,0.101,160.028,4,0,1
Love Me Harder,Ariana Grande,0.472,0.714,-4.389,0.00937,0.0,0.0764,0.0334,98.992,1,0,0
Dilemma,Apink,0.647,0.845,-4.084,0.0438,0.0,0.108,0.0618,130.04,5,0,1
ハルジオン,YOASOBI,0.686,0.902,-2.657,0.0591,0.0,0.333,0.034,130.02,0,0,1
Lovin' Me,FIFTY FIFTY,0.616,0.597,-6.768,0.71,2.38e-05,0.104,0.362,170.855,8,1,0
Jamais Vu,BTS,0.608,0.47,-6.73,0.226,0.0,0.0963,0.0428,81.0,8,1,0
Old Town Road - Remix,Lil Nas X,0.878,0.619,-5.56,0.0533,0.0,0.113,0.102,136.041,6,1,0
"Bahamas (feat. A$AP Rocky, A$AP Ferg, A$AP Twelvyy, Lil Yachty, KEY!, ScHoolboy Q & Smooky MarGielaa)",A$AP Mob,0.586,0.855,-3.481,0.135,0.0,0.754,0.323,80.105,1,1,1
SOS,TWICE,0.815,0.916,-3.475,0.136,1.05e-06,0.105,0.0613,120.041,1,1,1
Stay Gold,BTS,0.723,0.634,-5.415,0.0892,0.0,0.0787,0.0542,129.017,1,1,0
Chick You Canceld,SPLURGE,0.862,0.576,-7.725,0.0704,0.0,0.0878,0.284,132.929,1,1,0
No Goodbyes,Dua Lipa,0.678,0.714,-4.924,0.00795,0.0,0.0827,0.0408,109.021,0,1,1
No Sleep Leak,Lil Uzi Vert,0.788,0.689,-7.211,0.0112,0.0,0.22,0.13,136.045,8,1,1
Sherbert,Young Nudy,0.75,0.606,-6.495,0.189,1.01e-06,0.112,0.103,145.015,10,0,0
Half & Half,Playboi Carti,0.899,0.496,-4.691,0.136,0.0,0.139,0.33,127.046,7,1,0
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,0.581,0.662,-5.239,0.0153,0.0,0.111,0.303,93.023,9,1,0
Evolution,ats-,0.547,0.963,-2.91,7.28e-05,0.164,0.436,0.0592,115.999,10,0,1
The Weight of Lives,Hiroyuki Sawano,0.283,0.665,-9.863,0.000131,0.898,0.248,0.0503,129.033,5,1,1
SPACE CADET,Lil Uzi Vert,0.696,0.79,-5.963,0.00255,0.0,0.087,0.0457,130.962,2,1,1
Antidote,Travis Scott,0.713,0.526,-5.046,0.00767,0.000148,0.124,0.032,131.05,1,1,1
Amazing Trees,SawanoHiroyuki[nZk],0.588,0.923,-4.188,0.0189,0.0,0.343,0.0451,91.968,1,0,1
"It Might Be Painful, but I Still Love It.",TUYU,0.574,0.92,-2.924,0.0557,0.0,0.284,0.0714,89.993,11,1,1
Don't Know What To Do,BLACKPINK,0.628,0.64,-4.164,0.0992,0.0,0.138,0.0491,129.815,6,0,1
Gone,TWICE,0.716,0.799,-3.853,0.327,0.0,0.0576,0.0755,159.886,5,0,1
Checks,SPLURGE,0.859,0.666,-7.9,0.0731,0.0,0.125,0.203,137.963,1,1,0
"I'm getting on the bus to the other world, see ya!",TUYU,0.646,0.95,-1.844,0.381,1.29e-05,0.287,0.0532,119.971,7,1,1
Right Now,One Direction,0.645,0.78,-5.165,0.218,0.0,0.0919,0.0319,120.008,8,1,0
ISOLATED,Thouxanbanfauni,0.759,0.367,-12.743,0.264,9.11e-06,0.107,0.372,145.09,1,1,0
"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",Travis Scott,0.859,0.77,-5.358,0.0056,0.0,0.0731,0.345,155.025,8,0,1
Break Free,Ariana Grande,0.687,0.702,-5.324,0.0064,4.35e-05,0.204,0.0455,129.956,7,0,0
Just Like Me (feat. Young Thug),A Boogie Wit da Hoodie,0.774,0.623,-7.871,0.156,0.0,0.0955,0.245,128.661,5,1,0
Bake Sale (feat. Travis Scott),Wiz Khalifa,0.864,0.551,-5.198,0.144,0.0,0.104,0.22,139.934,3,1,1
YAJA,YongYong,0.495,0.9,-2.725,0.122,0.0,0.487,0.0482,97.055,0,0,1
A journey,EMPiRE,0.418,0.933,-5.167,3.72e-06,0.0538,0.288,0.0566,156.009,11,0,1
See Sum,MadeinTYO,0.729,0.529,-5.159,0.214,0.0,0.109,0.265,175.101,7,0,0
Big Shit,A Boogie Wit da Hoodie,0.754,0.53,-4.196,0.353,1.36e-05,0.112,0.159,138.979,5,1,0
Together,Dreamcatcher,0.759,0.739,-3.996,0.024,0.0,0.0916,0.0576,123.007,9,0,1
Broken Sword,Evol Intent,0.351,0.999,-3.208,0.000253,0.835,0.301,0.0874,114.711,1,1,1
ARGENTINA,Gunna,0.804,0.725,-9.463,0.0912,0.0,0.0708,0.0838,139.967,1,1,1
GTA Lyfestyle,Young Nudy,0.747,0.724,-6.099,0.388,0.0,0.0776,0.203,148.191,1,1,0
Dirty Stick,YoungBoy Never Broke Again,0.614,0.789,-4.859,0.178,0.0,0.396,0.541,106.704,0,1,0
Perc 30,Young Nudy,0.809,0.555,-9.057,0.0413,2.29e-06,0.298,0.446,149.988,5,1,0
Know No Better,Major Lazer,0.738,0.814,-4.414,0.132,9.64e-06,0.126,0.0999,119.041,7,0,1
R.I.P. SCREW,Travis Scott,0.607,0.609,-5.978,0.389,1.6e-05,0.111,0.291,74.946,0,0,1
Outstanding,Gunna,0.829,0.73,-4.554,0.309,0.0,0.109,0.241,149.075,6,0,1
Curse Womb Must Die,Hiroaki Tsutsumi,0.537,0.351,-15.949,0.18,0.0518,0.118,0.125,97.932,8,1,0
牧師曰く,yeti let you notice,0.51,0.836,-3.914,0.56,0.216,0.0825,0.0316,94.985,8,1,1
The Big Rock,Frying-Pan,0.511,0.713,-9.813,0.021,0.856,0.234,0.0393,96.053,3,1,1
Outro,Young Nudy,0.67,0.567,-6.849,0.0518,0.0,0.124,0.192,157.342,6,0,0
Chi Mat Ba Ram,Brave Girls,0.646,0.89,-1.679,0.0281,0.0,0.296,0.0324,126.994,7,1,1
BASIC BITCH!,SPLURGE,0.837,0.578,-5.878,0.0304,0.0,0.278,0.328,130.178,9,1,0
Got The Guap (feat. Young Thug),Lil Uzi Vert,0.837,0.601,-5.628,0.21,0.0,0.0928,0.198,142.977,8,1,1
Sometimes I Wonder,UnoTheActivist,0.771,0.604,-10.069,0.295,1.34e-06,0.0839,0.192,134.987,2,0,0
Hush,EVERGLOW,0.602,0.728,-4.797,0.2,0.0,0.308,0.0368,147.966,2,1,1
IDGAF,Dua Lipa,0.836,0.544,-5.975,0.0403,0.0,0.0824,0.0943,97.028,7,1,1
FAR (feat. Young Thug),Gunna,0.507,0.576,-10.001,0.23,0.0,0.11,0.319,149.683,6,0,1
Turn Off The Radio,A Boogie Wit da Hoodie,0.689,0.569,-6.619,0.0409,1.94e-06,0.112,0.205,95.066,8,0,0
I Did It,A Boogie Wit da Hoodie,0.718,0.454,-9.012,0.153,4.6e-05,0.116,0.127,89.483,8,1,0
Gang Gang,Migos,0.731,0.627,-9.76,0.261,0.0,0.112,0.0754,90.03,2,1,0
Ash flame,Aimer,0.492,0.714,-4.424,0.000643,0.000126,0.27,0.0292,140.022,2,1,1
Location,Playboi Carti,0.717,0.79,-4.213,0.33,0.000125,0.518,0.2,125.985,11,1,0
Privileged Rappers,Drake,0.934,0.614,-7.384,0.00274,0.0,0.123,0.198,144.045,5,1,0
TRICK IT,TWICE,0.752,0.896,-4.002,0.0867,6.75e-06,0.135,0.0742,127.983,0,0,1
Guilty Hero,KOHTA YAMAMOTO,0.477,0.274,-12.381,0.82,0.955,0.108,0.0328,119.991,7,0,1
7AM,Lil Uzi Vert,0.638,0.526,-8.401,0.275,0.0,0.462,0.131,139.054,7,1,1
Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,0.701,0.65,-6.313,0.291,0.0,0.112,0.104,90.003,6,1,1
Where Do Broken Hearts Go,One Direction,0.565,0.862,-3.715,0.0014,0.0,0.105,0.0326,122.994,4,1,0
Aim For The Moon (feat. Quavo),Pop Smoke,0.713,0.605,-7.487,0.497,3.46e-06,0.115,0.107,142.025,11,1,0
Acid Fly Remix (feat. CAMO),Effie,0.49,0.874,-3.207,0.202,0.0,0.0961,0.0351,151.031,9,1,1
Legend,Drake,0.714,0.563,-7.574,0.0266,0.0,0.0776,0.0723,100.091,1,1,1
LIFE AFTER SALEM,Lil Nas X,0.392,0.579,-5.284,0.0141,4.87e-05,0.101,0.0354,143.664,0,0,0
Emaymniam,Hiroyuki Sawano,0.367,0.815,-8.74,0.0147,0.868,0.228,0.0539,125.811,9,0,1
Wipe Your Eyes,Maroon 5,0.608,0.909,-3.638,0.0516,0.0,0.111,0.0349,137.04,4,0,0
Something Special,Pop Smoke,0.739,0.616,-6.963,0.252,1.93e-06,0.101,0.0338,91.071,7,0,0
Skrrt,SPLURGE,0.894,0.825,-6.583,0.0961,0.0,0.13,0.357,124.045,1,1,0
Nighty Night,EVERGLOW,0.554,0.749,-3.756,0.0738,0.0,0.258,0.125,186.014,1,1,1
セプテンバーさん,Aimer,0.581,0.91,-3.53,0.0386,3.62e-06,0.191,0.0345,123.99,1,1,1
Looming Threat,照井順政,0.238,0.879,-9.596,5.33e-05,0.826,0.131,0.0431,100.522,2,1,0
Mini Me,Young Nudy,0.701,0.523,-8.982,0.127,0.000235,0.135,0.35,76.002,11,1,0
Journey through the Decade,Gackt,0.411,0.887,-3.069,0.00956,0.0,0.082,0.0511,84.928,3,0,1
MOTW,Gunna,0.869,0.568,-7.631,0.0759,0.00344,0.101,0.104,111.994,11,0,1
Boy With Luv (Feat. Halsey),BTS,0.645,0.862,-4.757,0.0923,0.0,0.192,0.0965,119.991,11,0,1
Still Think About You,A Boogie Wit da Hoodie,0.946,0.646,-6.604,0.219,0.0,0.0643,0.21,127.978,5,1,0
WHITEOUT,PKCZ(R),0.621,0.901,-5.612,0.0108,0.000437,0.0665,0.0509,127.969,6,0,0
guidance,Travis Scott,0.702,0.753,-2.943,0.0609,1.38e-06,0.41,0.24,139.98,11,1,0
Tikita (feat. lIlBOI),MIRANI,0.766,0.847,-3.664,0.153,0.0,0.299,0.219,98.987,7,1,0
Life's Too Short (English Version),aespa,0.472,0.8,-3.681,0.289,0.0,0.149,0.265,72.203,0,1,0
What You Waiting For,TWICE,0.754,0.91,-3.415,0.024,2.53e-06,0.302,0.0735,119.972,10,0,1
Stir Fry,Migos,0.817,0.816,-5.402,0.00263,0.0,0.159,0.269,181.982,2,1,0
HITTIN MY SHOULDER,Lil Uzi Vert,0.808,0.715,-3.64,0.00481,0.0,0.119,0.06,146.016,1,1,1
No Retaliation,UnoTheActivist,0.726,0.412,-11.743,0.34,4.12e-05,0.171,0.047,142.016,8,1,0
R.O.D.,A Boogie Wit da Hoodie,0.597,0.547,-6.207,0.567,0.0,0.167,0.335,90.059,9,1,0
Sticky,Drake,0.853,0.495,-14.63,0.0917,0.000217,0.0844,0.14,137.027,6,1,0
Snow Globe,UnoTheActivist,0.832,0.547,-8.469,0.345,2.84e-05,0.0847,0.172,81.002,2,1,0
Shinigami,BBHF,0.678,0.687,-8.534,0.0211,0.0,0.331,0.0414,105.007,8,1,1
Hype,Drake,0.787,0.635,-8.271,0.0253,0.0,0.357,0.155,130.018,4,0,1
星の消えた夜に,Aimer,0.676,0.517,-7.85,0.206,7.57e-06,0.117,0.0237,102.992,8,1,1
NO LIE,EVERGLOW,0.736,0.706,-3.506,0.119,0.0,0.179,0.0364,100.054,6,1,1
1hunnit,A Boogie Wit da Hoodie,0.7,0.481,-10.296,0.349,0.0,0.112,0.273,88.047,3,0,0
Sossboy,Pi’erre Bourne,0.679,0.631,-5.113,0.141,0.0,0.118,0.0801,140.991,1,1,1
Signal,TK from Ling tosite sigure,0.433,0.91,-2.547,0.00173,2.99e-05,0.122,0.0643,83.408,2,0,1
Not Enough,SPLURGE,0.745,0.485,-6.061,0.252,0.0,0.128,0.339,142.147,0,1,0
Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.474,0.631,-5.884,0.0687,0.0,0.132,0.343,180.051,5,0,1
RISE,MADKID,0.472,0.929,-3.162,0.0197,0.0,0.345,0.156,165.104,7,1,1
Do It With The...,Young Nudy,0.827,0.404,-8.671,0.263,1.22e-05,0.112,0.286,85.0,1,1,0
Ice Chain (Bonus),Young Nudy,0.891,0.755,-6.622,0.109,0.0,0.0921,0.224,134.981,11,0,0
Licht und Schatten,Yutaka Yamada,0.461,0.614,-8.407,0.00307,0.743,0.104,0.0341,171.929,2,0,1
Who I Want,Lil Baby,0.77,0.561,-4.97,0.14,0.0,0.123,0.083,145.928,10,0,1
Weak Hoes,UnoTheActivist,0.505,0.657,-7.756,0.0544,0.000164,0.243,0.268,74.724,11,0,0
夜に駆ける,YOASOBI,0.67,0.874,-5.221,0.00231,1.72e-05,0.3,0.0305,130.041,8,1,1
I Don’t Wanna Break Up,Future,0.615,0.584,-5.638,0.00405,0.0,0.114,0.235,162.169,1,1,0
Mercy With Doubt,Young Nudy,0.814,0.576,-6.911,0.133,0.0,0.106,0.275,160.014,0,1,0
Ghostrider (feat. MDMA),MadeinTYO,0.644,0.58,-7.41,0.0564,0.000179,0.233,0.0733,150.012,1,1,0
Blue Tint,Drake,0.889,0.372,-10.254,0.013,0.0,0.184,0.357,133.997,7,0,1
Ref:rain,Aimer,0.472,0.672,-4.297,0.0343,0.0,0.0936,0.0287,77.982,7,1,1
Excuse Me,A$AP Rocky,0.653,0.71,-8.444,0.33,0.0,0.143,0.0555,122.04,8,1,1
Magnolia,Playboi Carti,0.791,0.582,-7.323,0.0114,0.0,0.35,0.286,162.991,11,0,0
beibs in the trap,Travis Scott,0.743,0.571,-6.054,0.24,0.0,0.291,0.145,119.054,7,0,1
Yamborghini High (feat. Juicy J),A$AP Mob,0.838,0.765,-6.299,0.0283,1.5e-05,0.0779,0.28,137.767,7,1,1
Keen Eyed Player - Theme of Miyuki 2 -,Frying-Pan,0.507,0.933,-7.026,6.4e-06,0.91,0.0179,0.0512,106.018,1,1,1
Grab the Wheel,Lil Uzi Vert,0.748,0.48,-6.37,0.388,0.0,0.139,0.14,137.835,5,0,1
Futsal Shuffle 2020,Lil Uzi Vert,0.881,0.457,-8.191,0.0327,0.0,0.231,0.156,136.97,7,0,1
Aots3-Pf2,Hiroyuki Sawano,0.265,0.0282,-27.958,0.985,0.874,0.0941,0.0476,65.088,9,0,1
Because we are tiny in this world,SawanoHiroyuki[nZk]:Aimer,0.596,0.777,-6.872,0.0925,0.0,0.108,0.0296,166.009,0,1,1
Bitter Sweet,TWICE,0.602,0.761,-3.355,0.21,0.0,0.116,0.0869,168.041,4,1,1
Fall in Love,A Boogie Wit da Hoodie,0.842,0.727,-6.241,0.261,0.0,0.131,0.0675,107.994,0,1,0
Struggle,SPLURGE,0.693,0.641,-9.985,0.0596,0.0,0.126,0.449,140.212,2,1,0
Sanguine Paradise,Lil Uzi Vert,0.729,0.603,-6.736,0.0948,0.0,0.113,0.0666,134.972,6,0,1
Old Town Road,UnoTheActivist,0.849,0.391,-11.759,0.114,0.0,0.116,0.332,139.726,1,1,0
Wasted (feat. Lil Uzi Vert),Juice WRLD,0.742,0.579,-5.024,0.0381,0.0,0.0952,0.202,144.994,0,1,1
Kacey Talk,YoungBoy Never Broke Again,0.877,0.607,-7.818,0.535,0.0,0.138,0.15,127.055,10,0,0
Down Hill,Drake,0.718,0.319,-11.261,0.965,0.00036,0.0895,0.0435,109.994,3,1,0
Tesla,Lil Pump,0.7,0.714,-5.188,0.0371,0.0,0.138,0.351,159.956,11,0,0
GATTI,JACKBOYS,0.594,0.676,-5.808,0.135,0.0,0.163,0.344,143.477,2,1,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.262,0.606,-6.646,0.247,0.0,0.125,0.0484,189.857,8,1,0
Rough Life,Young Nudy,0.764,0.505,-12.281,0.0223,0.000266,0.32,0.0829,161.05,1,1,0
SKELETONS,Travis Scott,0.46,0.686,-5.948,0.00146,0.0,0.375,0.0367,148.054,0,0,1
SOMEONE LIKE ME,TWICE,0.785,0.642,-6.226,0.296,0.0,0.131,0.0497,99.981,4,1,1
My Go To,UnoTheActivist,0.596,0.545,-10.452,0.0117,0.0,0.14,0.352,153.676,11,0,0
Play Wit It,UnoTheActivist,0.605,0.664,-8.828,0.0637,8.45e-06,0.0869,0.159,139.374,5,1,0
Lights,BTS,0.608,0.644,-5.588,0.156,0.0,0.124,0.0314,99.005,5,1,1
Love Myself,MadeinTYO,0.638,0.588,-8.074,0.00211,1.42e-05,0.363,0.0376,137.91,0,1,0
MOTW,Gunna,0.869,0.568,-7.631,0.0759,0.00344,0.101,0.104,111.994,11,0,1
Bring U Down,Lil Nas X,0.676,0.511,-6.83,0.0759,0.0,0.113,0.0449,120.05,9,0,0
SET ME FREE (ARMNHMR Remix) (ENG),TWICE,0.583,0.78,-3.275,0.0952,0.0,0.2,0.0359,105.158,0,0,1
Curved Me,UnoTheActivist,0.679,0.802,-4.047,0.0139,0.0,0.207,0.142,147.92,8,0,0
Maps,Maroon 5,0.742,0.713,-5.522,0.0205,0.0,0.059,0.0303,120.032,1,0,0
Revolution,Hiroshi Kitadani,0.573,0.977,-2.77,0.0118,0.0,0.338,0.185,145.061,7,1,1
Memories,UnoTheActivist,0.727,0.541,-8.923,0.0351,0.0,0.252,0.0758,149.662,10,0,0
DDU-DU DDU-DU,BLACKPINK,0.671,0.859,-3.922,0.0313,0.0,0.267,0.0833,139.931,4,0,1
Glen Baby Sh*t,SPLURGE,0.753,0.497,-9.315,0.0126,0.000533,0.166,0.422,144.981,1,1,0
The Vision,UnoTheActivist,0.718,0.608,-10.695,0.0104,0.0,0.0992,0.278,146.112,1,0,0
Action (feat. Lil Gotit),Yung Mal,0.857,0.513,-8.492,0.0589,0.0,0.204,0.449,139.971,1,1,1
Unspoken Words,Jordy Chandra,0.386,0.202,-16.954,0.887,0.494,0.0915,0.0349,82.642,9,0,1
Summer Sixteen,Drake,0.594,0.46,-7.607,0.00354,2.71e-05,0.147,0.382,146.274,1,1,1
LAST STARDUST,Aimer,0.473,0.845,-5.13,0.0105,2.87e-05,0.13,0.0455,121.963,2,0,1
Once in a Lifetime,One Direction,0.554,0.335,-5.513,0.618,0.0,0.0927,0.0281,133.709,5,1,0
Let It Go,Playboi Carti,0.684,0.53,-5.298,0.00353,0.0,0.573,0.286,157.017,8,0,0
Count on Me,Bruno Mars,0.589,0.389,-5.972,0.851,0.0,0.0772,0.028,89.1,0,1,0
F.F.,Lil Uzi Vert,0.643,0.668,-5.915,0.0482,0.0,0.0995,0.04,125.026,4,0,0
準透明少年,ヨルシカ,0.561,0.923,-3.146,0.0263,0.0,0.303,0.0921,97.472,2,1,1
逆境スペクトル,ASCA,0.421,0.941,-2.941,0.00332,0.0,0.0356,0.0973,93.31,1,0,1
Low Life (feat. The Weeknd),Future,0.722,0.331,-7.789,0.337,0.282,0.146,0.0726,143.961,8,1,1
Extendo,UnoTheActivist,0.782,0.387,-13.054,0.00247,3.32e-06,0.108,0.176,135.608,1,1,0
Knock Knock,TWICE,0.673,0.968,-2.636,0.0242,0.0,0.0587,0.131,129.972,1,0,1
Because of You,Future,0.781,0.469,-8.456,0.445,0.0,0.0921,0.0549,132.989,10,0,1
Flooded Patek,UnoTheActivist,0.775,0.403,-11.657,0.164,0.0,0.14,0.409,124.245,5,0,0
Till The Wheels Fall Off,A Boogie Wit da Hoodie,0.525,0.504,-7.663,0.223,0.0,0.114,0.179,148.816,6,0,0
Father Stretch My Hands Pt. 1,Kanye West,0.724,0.573,-4.113,0.118,0.0,0.538,0.0549,113.088,7,1,1
Not Shy,ITZY,0.776,0.911,-3.08,0.155,2.59e-06,0.268,0.131,101.027,2,0,1
TAXIN,Thouxanbanfauni,0.629,0.49,-12.289,0.306,0.0,0.107,0.306,143.964,9,0,0
District 9,Stray Kids,0.529,0.956,-1.889,0.0124,3.6e-06,0.119,0.265,179.989,9,1,1
Double Cup,UnoTheActivist,0.787,0.521,-6.898,0.0588,0.0,0.0827,0.338,134.899,1,1,0
Dynamite,BTS,0.746,0.765,-4.41,0.0112,0.0,0.0936,0.0993,114.044,6,0,0
Signal,TWICE,0.62,0.761,-2.736,0.22,0.0,0.143,0.334,207.819,0,1,1
FAVE,SawanoHiroyuki[nZk],0.654,0.835,-5.414,0.00444,0.00135,0.145,0.0361,93.999,11,0,1
Made Men,Migos,0.823,0.73,-3.292,0.348,0.0,0.198,0.0434,154.932,5,1,0
Talk To Me Nice,MadeinTYO,0.457,0.568,-6.059,0.0037,0.0,0.339,0.0339,139.864,6,1,0
2 Volt,Hiroyuki Sawano,0.31,0.597,-10.579,0.0383,0.889,0.0867,0.0533,142.633,7,0,1
Miss The Rage (feat. Playboi Carti),Trippie Redd,0.584,0.859,-5.616,0.0144,0.0,0.847,0.121,77.005,8,1,0
katharsis (TV edit),TK from Ling tosite sigure,0.661,0.706,-4.045,0.223,0.0,0.234,0.158,144.051,8,1,1
Where U From,Huncho Jack,0.756,0.757,-2.969,0.0542,0.0,0.211,0.0772,140.073,1,1,1
Smoke,Young Nudy,0.682,0.702,-5.748,0.362,1.72e-05,0.245,0.155,156.894,2,1,0
Keep it 100,Young Nudy,0.78,0.56,-7.266,0.216,0.0,0.0821,0.345,152.992,1,1,0
Margiela,SPLURGE,0.903,0.703,-8.081,0.00428,0.000508,0.0741,0.495,130.057,7,1,0
Want From Me,UnoTheActivist,0.814,0.394,-11.726,0.0479,0.0,0.0859,0.107,125.007,1,1,0
Ikiru Hitobito,MOB CHOIR,0.616,0.845,-3.875,0.253,0.0,0.0377,0.0475,134.981,8,1,1
My Window (feat. Lil Wayne),YoungBoy Never Broke Again,0.778,0.662,-6.081,0.187,0.0,0.116,0.308,149.935,8,0,0
Replica,mol-74,0.549,0.831,-7.498,0.168,0.000727,0.0925,0.0493,134.016,1,1,1
CIGARETTE,Lil Uzi Vert,0.701,0.628,-5.305,0.138,0.0,0.0836,0.0513,124.998,8,1,0
STAND-ALONE,Aimer,0.426,0.891,-5.206,0.00017,4.89e-06,0.08,0.0751,91.927,3,0,1
Fate (with Young Thug & Swae Lee),Mike WiLL Made-It,0.7,0.735,-2.356,0.00907,0.0,0.764,0.0576,124.058,9,0,1
WARRIORS,PSYCHIC FEVER from EXILE TRIBE,0.484,0.809,-4.265,0.00408,0.0,0.0514,0.0999,179.827,2,0,1
Money Makin Mitch,Young Nudy,0.471,0.779,-4.279,0.00177,0.0356,0.371,0.361,152.891,4,0,0
One Last Time,Ariana Grande,0.628,0.593,-5.036,0.093,1.65e-06,0.096,0.0323,125.026,8,1,0
TOP FLOOR (feat. Travis Scott),Gunna,0.823,0.504,-8.65,0.206,0.0,0.417,0.16,112.985,8,0,1
Talk that Talk,TWICE,0.772,0.907,-2.438,0.136,0.0,0.334,0.124,119.973,3,0,1
Go Legend (& Metro Boomin),Big Sean,0.656,0.564,-8.925,0.0167,1.39e-06,0.165,0.0883,150.014,1,0,1
mop (feat. Young Thug),Gunna,0.878,0.575,-8.732,0.00293,0.0,0.273,0.284,144.918,9,1,1
Catch Me Outside,MadeinTYO,0.782,0.635,-7.441,0.00351,0.0,0.153,0.291,134.984,11,0,0
"SLUMP - ""Tower of God"" ED",Stray Kids,0.608,0.873,-3.844,0.166,0.0,0.493,0.168,160.048,7,1,1
Girls,aespa,0.57,0.974,-0.173,0.115,0.000594,0.125,0.325,171.958,3,0,0
dimple,BTS,0.612,0.844,-4.694,0.142,0.0,0.287,0.0756,134.868,5,0,1
"Way Hii (feat. A$AP Rocky, Wiz Khalifa, BJ The Chicago Kid & Buddy)",A$AP Mob,0.646,0.647,-8.361,0.0633,0.0,0.346,0.168,123.994,11,0,0
BURN OUT,Thouxanbanfauni,0.679,0.628,-7.831,0.164,0.0,0.0977,0.144,81.981,2,1,0
Can't Contain (feat. Young Nudy),2FeetBino,0.902,0.256,-11.501,0.0189,0.597,0.102,0.429,150.061,1,1,0
Not One of Dem,UnoTheActivist,0.744,0.507,-10.813,0.00322,8.19e-05,0.112,0.255,76.974,2,1,0
Dreams,UnoTheActivist,0.651,0.315,-18.503,0.189,0.612,0.111,0.111,160.845,1,1,0
Pretty Savage,BLACKPINK,0.701,0.556,-7.42,0.00886,0.000122,0.106,0.0414,152.045,9,0,0
You Say Run,Yuki Hayashi,0.325,0.947,-5.102,0.00143,0.966,0.145,0.107,87.406,7,1,1
Over “Quartzer”(『仮面ライダージオウ』主題歌),Shuta Sueyoshi,0.602,0.915,-1.965,0.0239,0.0,0.318,0.101,132.988,0,0,1
ViEW,SawanoHiroyuki[nZk],0.593,0.671,-6.262,0.142,1.18e-05,0.0995,0.0285,104.003,6,1,1
Long Time - Intro,Playboi Carti,0.472,0.861,-3.966,0.283,0.0,0.83,0.0447,144.077,4,0,0
F33l Lik3 Dyin,Playboi Carti,0.733,0.703,-6.451,0.205,1.62e-05,0.158,0.0906,141.047,11,1,0
Anpanman,BTS,0.813,0.875,-2.92,0.0237,0.0,0.288,0.0918,99.004,1,0,1
Walking Dead,Young Nudy,0.847,0.352,-8.111,0.231,0.0,0.108,0.398,150.047,7,0,0
Boom,YoungBoy Never Broke Again,0.699,0.701,-6.596,0.209,0.0,0.102,0.363,168.14,2,1,0
Picky,CHANMINA,0.818,0.658,-5.876,0.0135,3.37e-05,0.125,0.0497,85.487,1,1,1
Time To Live,UnoTheActivist,0.597,0.481,-10.423,0.00111,2.64e-05,0.379,0.138,162.836,1,1,0
Trivia 轉 : Seesaw,BTS,0.707,0.791,-4.481,0.181,0.0,0.102,0.035,106.985,5,0,1
FlatBed Freestyle,Playboi Carti,0.755,0.552,-5.604,0.0967,0.0,0.158,0.288,153.157,9,1,0
Self-Embodiment Of Perfection,Alisa Okehazama,0.511,0.944,-7.463,0.00481,0.686,0.0893,0.0348,159.94,2,1,0
Man On The Moon,Kid Cudi,0.649,0.659,-8.924,0.638,2.71e-05,0.359,0.066,90.991,0,1,1
Jugg,Young Nudy,0.765,0.679,-7.299,0.169,0.0,0.397,0.339,157.137,8,1,0
6 God,Drake,0.868,0.623,-8.595,0.0249,0.0,0.125,0.101,105.446,2,1,1
Paid In Full,SAFE,0.752,0.64,-4.758,0.393,0.0,0.175,0.293,152.946,10,1,0
Check,Young Thug,0.667,0.581,-5.164,0.0428,0.0,0.183,0.323,110.953,0,0,1
Mirror,ITZY,0.489,0.832,-3.212,0.0721,0.0,0.19,0.119,159.319,4,1,1
TWIT,Hwa Sa,0.679,0.813,-3.367,0.122,2.83e-06,0.263,0.199,136.067,5,0,1
"HELLO (NAYEON, MOMO, CHAEYOUNG)",TWICE,0.813,0.638,-4.274,0.0363,0.0,0.057,0.122,169.968,0,0,1
Peek-A-Boo,Red Velvet,0.839,0.902,-3.612,0.0868,0.00257,0.272,0.0536,114.953,1,0,1
2018,BAD HOP,0.839,0.5,-6.909,0.0192,1.74e-06,0.0605,0.266,149.978,1,1,1
Last Dance,UnoTheActivist,0.696,0.314,-15.518,0.135,5.57e-06,0.164,0.204,80.013,10,1,0
Timber,Young Nudy,0.886,0.64,-6.994,0.447,0.0,0.0859,0.14,124.948,10,0,0
Love Hurts (feat. Travis Scott),Playboi Carti,0.724,0.45,-5.763,0.0315,1.42e-05,0.111,0.0497,140.978,4,0,0
Keep It In The Street,Young Nudy,0.673,0.508,-10.522,0.064,0.00788,0.134,0.17,163.009,1,1,0
31N-S,Hiroyuki Sawano,0.236,0.467,-10.339,0.143,0.882,0.0969,0.0323,149.737,7,0,1
